Store,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Weekly_Sales
9.0,0.0,84.49,2.608,214.7865779,6.442,0.6463470319634703,462676.5
6.0,0.0,88.93,3.575,216.9044732,6.925,0.6244292237442923,1526801.24
14.0,0.0,51.34,3.53,188.1983654,8.523,0.9659817351598173,1969360.72
31.0,0.0,55.83,3.36,219.8118854,7.057,0.2554794520547945,1391479.91
36.0,0.0,86.68,3.273,220.5278796,6.989,0.5794520547945206,291530.43
32.0,0.0,46.7,3.414,192.1964844,8.818,0.3184931506849315,1068719.22
33.0,1.0,56.87,3.162,126.6692667,9.265,0.9878995433789954,240044.57
31.0,0.0,79.47,3.452,221.3877467,6.891,0.6831050228310502,1443285.79
16.0,0.0,67.42,2.69,190.0990028,6.868,0.5219178082191781,586936.45
41.0,0.0,67.65,3.542,194.1105017,6.901,1.021917808219178,1356689.88
19.0,0.0,66.25,2.942,132.4733333,8.185,0.5493150684931507,1457314.39
40.0,0.0,69.41,3.84,138.1857097,4.156,0.7132420091324201,969387.48
25.0,0.0,32.24,3.567,212.9286312,6.961,0.15730593607305937,589554.29
10.0,1.0,84.04,2.961,126.1145806,9.199,0.8579908675799087,1720530.23
23.0,0.0,20.67,3.437,133.6141429,5.114,0.3415525114155251,1301185.28
36.0,0.0,85.63,3.55,214.1083654,8.177,0.6244292237442923,385631.48
44.0,0.0,31.39,3.077,130.3496774,5.774,0.2554794520547945,325986.05
38.0,0.0,97.18,3.094,126.1498065,14.18,0.6271689497716896,338277.71
15.0,0.0,19.61,3.402,133.1059677,7.771,0.16004566210045662,481119.6
43.0,0.0,80.43,2.577,203.4507258,9.816,0.27465753424657535,689326.91
39.0,0.0,58.35,3.459,212.8611313,8.395,0.9248858447488584,1283716.81
15.0,0.0,49.87,4.192,134.5143667,7.658,0.5136986301369864,630522.67
41.0,0.0,55.24,3.837,197.5553137,6.547,0.4659817351598174,1331514.44
41.0,0.0,27.39,3.191,196.9565303,6.589,0.17488584474885843,1239813.26
42.0,0.0,55.92,2.877,126.5782857,9.765,0.4248858447488585,554972.42
17.0,0.0,69.31,3.58,129.3259355,6.745,0.191324200913242,847380.07
8.0,0.0,53.18,3.288,217.2185454,6.262,0.3415525114155251,935266.43
26.0,0.0,35.06,3.867,137.5843871,7.467,0.29383561643835615,919503.4
16.0,0.0,46.99,3.548,195.1789994,6.232,0.8908675799086758,560104.16
18.0,0.0,66.23,3.809,136.3145,8.89,0.7938356164383562,845715.37
34.0,0.0,45.12,3.058,127.99525,10.398,0.21598173515981733,1062629.3
39.0,0.0,45.96,2.989,211.3333753,8.395,0.3388127853881278,1343773.94
31.0,0.0,61.87,3.906,215.4448709,7.931,0.5136986301369864,1388755.61
26.0,0.0,21.13,3.193,132.8823226,7.907,0.5860730593607306,938149.21
22.0,0.0,46.03,2.834,135.6682247,8.283,0.30205479452054795,966145.09
32.0,0.0,42.43,2.692,189.734262,9.014,0.30205479452054795,1059781.78
7.0,0.0,46.6,2.776,189.467827,8.963,0.47420091324200914,395195.65
28.0,0.0,53.35,3.43,127.99525,14.021,0.21598173515981733,1514828.82
25.0,0.0,72.98,3.647,214.7382432,7.28,0.6573059360730594,659109.53
17.0,0.0,71.14,3.681,130.7562667,6.235,0.5794520547945206,982322.24
10.0,0.0,88.83,4.002,130.7909677,7.17,0.7132420091324201,1827797.4
3.0,0.0,72.94,3.473,217.9674705,7.551,0.3184931506849315,380683.67
32.0,0.0,46.42,2.788,189.4904116,8.963,0.45502283105022834,1079314.52
37.0,0.0,76.55,3.688,220.4075581,6.989,0.9303652968036529,527983.04
23.0,0.0,20.12,3.132,132.6764,5.287,0.8662100456621005,1872365.99
7.0,0.0,59.94,2.715,189.4533931,8.963,0.5684931506849316,553714.87
25.0,0.0,67.18,3.985,208.556714,7.287,0.4906392694063927,718373.94
19.0,0.0,64.99,3.858,136.4195,7.806,0.8321917808219178,1330757.22
29.0,0.0,50.24,2.919,132.8170968,10.524,0.8936073059360731,505221.17
3.0,0.0,83.52,2.637,214.7858259,7.343,0.5493150684931507,364076.85
9.0,0.0,84.15,3.227,225.6346256,5.277,0.5191780821917809,578790.36
11.0,0.0,72.66,3.372,221.0801842,7.197,0.9100456621004567,1310684.1
32.0,0.0,65.06,3.661,192.9982655,8.595,0.5657534246575342,1163869.52
9.0,0.0,58.5,3.045,216.8154856,6.416,0.21598173515981733,610985.56
26.0,0.0,60.71,3.577,138.1962667,7.489,0.5794520547945206,1051190.44
17.0,0.0,47.69,3.845,131.1173333,6.235,0.3881278538812785,1119979.98
11.0,0.0,79.07,3.749,225.1797511,6.664,0.3470319634703196,1370251.22
16.0,0.0,50.46,3.779,198.8221322,5.847,0.4440639269406393,471281.68
28.0,1.0,53.25,3.622,129.8364,12.89,0.9851598173515981,1929738.27
25.0,0.0,36.56,3.389,212.2360401,7.082,1.063013698630137,1290532.97
17.0,0.0,48.19,2.908,126.1602258,6.635,0.49337899543379,872817.62
37.0,0.0,79.17,2.624,210.3664469,8.36,0.8157534246575342,494265.48
11.0,0.0,58.36,3.29,223.5645845,6.833,0.15730593607305937,1162675.85
19.0,0.0,59.86,4.151,138.8256,7.992,0.4440639269406393,1408016.1
15.0,1.0,40.71,3.186,132.8369333,8.067,0.9878995433789954,1120018.92
12.0,0.0,64.21,3.692,128.5121935,14.021,0.2993150684931507,1009502.01
4.0,0.0,82.98,3.617,129.2015806,5.644,1.021917808219178,2105668.74
27.0,0.0,58.97,4.055,142.0759262,8.253,0.9303652968036529,1674306.31
18.0,0.0,67.76,2.717,132.7568,9.331,0.11073059360730593,948977.5
22.0,0.0,76.57,3.61,142.2337569,7.753,0.6381278538812786,991969.37
2.0,0.0,65.11,2.795,210.1000648,8.2,0.3963470319634703,1821990.93
4.0,0.0,67.73,2.756,126.1602258,7.896,0.49337899543379,1857533.7
39.0,1.0,83.71,3.73,221.1181142,6.623,0.6079908675799087,1609811.75
3.0,0.0,81.65,3.452,225.2521458,6.664,0.6831050228310502,446336.8
34.0,0.0,64.97,3.62,131.0983226,9.575,0.4659817351598174,998672.85
5.0,0.0,57.75,3.555,221.2224243,5.943,0.23242009132420088,312220.47
40.0,0.0,65.47,2.815,132.5218667,5.326,0.18584474885844748,1087578.78
35.0,0.0,73.23,3.564,142.1606464,8.876,0.5602739726027397,911696.0
11.0,0.0,51.51,3.016,215.1268275,7.551,0.1408675799086758,1187776.19
17.0,1.0,19.03,2.83,126.6692667,6.885,0.9878995433789954,1005448.76
23.0,0.0,73.94,2.796,132.5667742,5.326,0.6271689497716896,1413124.11
8.0,0.0,64.16,3.63,225.3002908,5.679,0.4659817351598174,913922.01
13.0,0.0,41.28,3.346,128.3995,7.47,0.9248858447488584,1852432.58
33.0,0.0,82.43,4.058,131.136,7.396,0.3470319634703196,270497.51
23.0,1.0,18.75,2.771,131.5866129,5.892,1.0054794520547945,1380892.08
38.0,0.0,57.63,3.868,128.9107333,13.736,0.3744292237442922,362758.94
18.0,1.0,40.81,3.07,132.8369333,9.331,0.9878995433789954,1653759.36
25.0,0.0,67.69,3.798,214.5499425,7.139,0.4851598173515982,783371.02
43.0,0.0,71.34,3.81,207.4148429,10.581,0.41278538812785387,611464.21
44.0,0.0,47.41,3.567,129.7936774,6.078,0.9100456621004567,306336.07
17.0,0.0,68.89,3.582,130.8381613,5.936,0.7324200913242008,924299.78
35.0,0.0,67.88,2.899,136.1489101,9.051,0.49337899543379,1223777.48
33.0,0.0,62.03,3.43,127.99525,8.951,0.21598173515981733,252349.6
11.0,0.0,70.91,3.353,220.9144005,7.197,0.8908675799086758,1325107.53
20.0,0.0,50.65,2.902,203.6905586,7.856,0.3963470319634703,1878862.42
35.0,0.0,28.7,3.231,137.0542431,8.549,0.3388127853881278,747577.05
38.0,0.0,54.83,2.915,126.5262857,13.975,0.2187214611872146,327237.92
5.0,0.0,79.54,2.705,211.7325146,6.465,0.34977168949771686,337825.89
14.0,0.0,74.48,3.742,191.0091712,8.567,0.09977168949771689,2049485.49
5.0,0.0,73.45,3.688,222.3135926,5.801,0.9303652968036529,333870.52
2.0,0.0,69.39,3.807,215.1096657,7.931,0.39360730593607307,1886339.6
16.0,0.0,29.3,3.055,196.7796652,6.162,0.13812785388127852,474389.75
32.0,0.0,67.55,2.711,189.5231276,9.017,0.7691780821917809,1077253.67
6.0,0.0,70.5,3.63,223.3511928,5.964,0.4659817351598174,1513635.64
37.0,0.0,85.33,3.524,213.9324122,8.177,0.10251141552511416,517021.3
21.0,0.0,54.69,3.459,213.7646401,8.028,0.9248858447488584,763479.9
1.0,0.0,86.65,2.664,211.6033633,7.787,0.7214611872146118,1513080.49
34.0,1.0,28.84,3.119,130.0710323,10.148,1.0821917808219177,965512.36
29.0,0.0,44.42,3.72,134.1777742,9.966,0.6776255707762556,505304.33
9.0,0.0,47.31,3.159,222.8825484,6.054,1.0438356164383562,705557.97
2.0,0.0,90.07,3.682,215.1363819,7.852,0.6627853881278539,1680693.06
16.0,0.0,52.4,2.674,189.4185259,6.842,0.5493150684931507,540149.85
14.0,0.0,37.27,3.638,185.1790167,8.521,0.09429223744292237,1869110.55
16.0,0.0,53.57,3.87,197.5481609,6.169,0.9303652968036529,479855.0
16.0,0.0,43.61,3.936,197.7227385,6.169,0.3881278538812785,436221.26
44.0,0.0,77.62,3.574,129.1677097,6.56,0.6627853881278539,279677.0
20.0,0.0,44.8,3.631,207.4283845,7.343,0.2993150684931507,1931668.64
43.0,0.0,56.51,2.869,203.3996521,10.21,1.0465753424657533,615761.77
15.0,0.0,57.13,4.158,138.7395,8.193,0.8267123287671233,553901.97
39.0,0.0,55.31,2.869,210.1787224,8.476,1.0465753424657533,1842172.46
9.0,0.0,49.7,2.869,214.9334937,6.56,1.0465753424657533,685243.2
5.0,0.0,41.67,2.989,213.1229755,6.634,0.3388127853881278,329613.2
17.0,1.0,56.28,2.87,126.1145806,6.697,0.8579908675799087,1200888.28
27.0,1.0,47.88,3.689,140.4217857,7.906,0.9851598173515981,2504400.71
4.0,0.0,80.37,3.187,130.7196333,4.077,0.5191780821917809,2224499.28
3.0,0.0,69.36,3.845,224.8651254,6.833,0.3321917808219178,407488.84
35.0,0.0,32.44,2.745,135.4657781,9.262,0.2187214611872146,1270658.64
35.0,0.0,50.55,3.452,140.4307857,8.745,0.19954337899543378,903606.03
32.0,0.0,58.66,3.581,194.8099713,8.622,0.813013698630137,1116140.29
12.0,0.0,75.0,2.976,126.3266774,14.313,0.8744292237442923,862419.84
8.0,0.0,66.96,3.721,226.3645848,5.401,0.8075342465753425,857796.45
39.0,0.0,61.88,2.667,210.1413607,8.554,1.0082191780821919,1244391.83
12.0,0.0,50.43,3.599,130.1575161,12.187,0.5027397260273972,945823.65
21.0,0.0,58.71,2.689,211.6135053,8.163,0.44680365296803654,719888.76
40.0,0.0,56.38,4.101,134.6803871,4.781,0.4714611872146119,907110.83
21.0,0.0,91.05,3.575,215.0134426,7.852,0.6244292237442923,728311.15
9.0,0.0,44.72,3.016,215.3554013,6.416,0.1408675799086758,454021.69
9.0,0.0,58.28,3.297,221.6482278,6.054,0.9468036529680365,594574.12
42.0,0.0,69.76,3.105,126.3805667,9.524,0.4155251141552511,477615.87
7.0,0.0,10.53,2.58,189.3816974,9.014,0.4221461187214612,496725.44
20.0,0.0,75.17,2.808,204.5675459,7.856,0.5684931506849316,1973135.87
36.0,0.0,59.15,3.448,212.8611313,8.395,0.9248858447488584,407506.78
33.0,0.0,71.59,3.05,126.4713333,9.849,0.3963470319634703,263263.02
40.0,0.0,68.1,3.903,136.0540323,4.584,0.4385844748858448,1063818.2
13.0,0.0,78.5,3.563,129.1507742,6.877,0.6436073059360731,1987089.36
10.0,0.0,88.59,3.697,129.1507742,8.257,0.6436073059360731,1774342.61
2.0,0.0,66.24,2.716,211.5661131,8.163,0.9127853881278539,1802755.11
22.0,0.0,35.34,3.263,137.2511849,8.458,0.21598173515981733,975964.86
15.0,0.0,38.53,3.627,136.5030667,7.866,0.7828767123287671,764565.55
1.0,0.0,51.63,3.159,219.1794533,7.866,1.0438356164383562,1881176.67
8.0,0.0,51.72,3.308,221.6911738,6.123,0.9659817351598173,897032.19
44.0,0.0,57.71,2.95,126.1843871,7.972,0.47420091324200914,267065.35
37.0,0.0,85.89,3.571,220.7199609,6.623,0.7132420091324201,509633.71
33.0,0.0,92.51,3.123,126.0854516,9.495,0.5219178082191781,262789.95
38.0,0.0,68.4,4.193,129.0444333,13.736,0.5136986301369864,422186.65
45.0,0.0,82.45,2.793,182.2569603,8.743,0.7691780821917809,787062.0
10.0,0.0,55.92,2.877,126.5782857,9.765,0.4248858447488585,1987090.09
7.0,0.0,41.43,3.901,197.780931,8.09,0.3689497716894977,517420.23
23.0,0.0,40.5,2.826,131.9019677,5.435,0.1776255707762557,1556627.62
11.0,0.0,88.3,3.575,218.7275216,7.567,0.6244292237442923,1266546.73
19.0,0.0,68.19,3.786,138.1295333,8.15,0.5410958904109588,1440263.15
4.0,0.0,80.7,2.65,126.1069032,7.372,0.6655251141552512,1796637.61
19.0,0.0,61.86,3.744,136.5150968,7.866,0.871689497716895,1318905.53
33.0,0.0,87.02,3.981,129.0357097,8.687,0.849771689497717,258427.39
11.0,0.0,87.8,3.651,218.7857881,7.567,0.6436073059360731,1290576.44
28.0,0.0,57.63,3.868,128.9107333,13.736,0.3744292237442922,1240126.07
2.0,0.0,33.02,2.983,211.1176713,8.028,0.12168949771689497,1744193.58
42.0,0.0,78.32,3.12,126.1843871,9.524,0.47420091324200914,504403.16
39.0,0.0,88.65,3.533,214.5516896,8.177,0.191324200913242,1465089.85
22.0,0.0,36.25,3.703,141.2140357,7.503,0.21324200913242009,1004749.41
7.0,0.0,62.19,2.699,189.6125456,9.017,0.6271689497716896,557166.35
44.0,1.0,26.79,2.868,127.0876774,7.61,1.084931506849315,241937.11
9.0,0.0,91.52,3.684,219.1349201,6.404,0.4385844748858448,554879.67
36.0,0.0,82.29,2.533,210.2966631,8.36,0.27465753424657535,431294.45
24.0,0.0,17.91,3.402,133.1059677,8.252,0.16004566210045662,1126921.34
8.0,0.0,49.86,3.524,218.2586281,6.297,0.09429223744292237,878762.3
43.0,0.0,78.82,3.256,213.3134286,9.285,0.6189497716894977,627634.04
15.0,0.0,21.84,3.391,133.0285161,7.771,0.1408675799086758,487311.03
22.0,0.0,32.56,3.193,136.7332569,8.458,0.5860730593607306,873954.7
37.0,0.0,86.68,3.286,220.5278796,6.989,0.5794520547945206,508309.81
16.0,0.0,65.36,3.545,193.5120367,6.338,0.6436073059360731,581758.22
26.0,0.0,46.95,3.917,138.7281613,7.138,0.9045662100456622,958619.8
37.0,0.0,82.1,2.582,210.2924504,8.36,0.7965753424657535,501251.4
1.0,0.0,69.07,3.891,221.5102105,7.143,0.3689497716894977,1621031.7
12.0,0.0,71.81,4.031,129.0490323,13.736,0.26643835616438355,970328.68
14.0,0.0,55.21,3.951,190.9222115,8.567,0.3470319634703196,1949354.29
28.0,0.0,76.03,4.171,131.136,11.627,0.3470319634703196,1450628.85
15.0,0.0,72.7,2.942,132.6141935,8.099,0.5219178082191781,639651.24
15.0,1.0,31.91,3.826,137.1666774,7.943,0.8388127853881279,628218.22
11.0,0.0,54.29,3.112,222.8258628,7.197,1.063013698630137,2213518.5
21.0,0.0,77.53,3.749,221.3095166,6.891,0.3470319634703196,697645.32
31.0,0.0,69.02,3.891,221.0737638,6.891,0.510958904109589,1496169.81
27.0,0.0,48.73,4.143,141.7712396,8.253,0.510958904109589,1899013.34
44.0,0.0,33.8,3.513,129.8167097,6.078,0.9468036529680365,312233.56
11.0,0.0,86.94,3.417,225.4636332,6.334,0.2719178082191781,1399341.07
18.0,0.0,38.4,3.6,133.7361429,9.131,0.9248858447488584,1002714.25
12.0,0.0,46.2,3.66,130.2792258,12.187,0.13812785388127852,855922.64
36.0,0.0,61.96,2.619,210.1413607,8.554,1.0082191780821919,441434.2
34.0,0.0,23.82,2.996,127.7195806,10.398,0.3388127853881278,971932.87
13.0,0.0,55.66,2.936,126.4713333,8.107,0.3963470319634703,1909330.77
40.0,0.0,27.84,2.747,131.637,5.892,0.2187214611872146,916289.2
44.0,0.0,41.48,2.819,126.6050645,8.119,0.32123287671232875,276279.49
6.0,0.0,85.71,2.619,213.0905324,6.973,0.7406392694063927,1450766.12
34.0,0.0,57.73,3.781,128.9998667,10.581,0.41278538812785387,895973.02
31.0,0.0,46.35,2.843,211.1247993,8.163,0.8662100456621005,1475685.1
27.0,0.0,31.62,3.301,136.5292811,8.021,1.0465753424657533,2350098.36
1.0,0.0,67.18,2.72,211.8137436,7.838,0.8744292237442923,1459409.1
45.0,0.0,47.65,3.53,188.0632345,8.523,0.9468036529680365,808624.82
42.0,0.0,51.0,3.477,130.244,7.545,0.11894977168949772,664348.2
7.0,0.0,44.99,3.75,197.4133259,8.256,0.3321917808219178,583322.2
26.0,1.0,31.07,3.536,136.4788,7.598,0.9851598173515981,1282320.05
26.0,0.0,16.7,3.215,132.9510645,7.907,0.12168949771689497,812323.29
5.0,0.0,84.76,3.594,215.6539583,6.489,0.5657534246575342,302881.64
27.0,1.0,30.45,3.416,137.1378318,7.827,0.9221461187214611,1636224.77
27.0,0.0,61.71,4.117,138.3303119,7.725,0.41278538812785387,1642074.64
6.0,0.0,71.24,3.274,218.9109844,6.551,0.871689497716895,1386520.99
18.0,0.0,45.99,3.919,134.3571,8.975,0.39360730593607307,1105860.06
11.0,0.0,61.51,2.72,214.5301219,7.368,0.30205479452054795,1364207.0
34.0,0.0,78.93,3.374,130.737871,9.285,0.2719178082191781,973250.41
35.0,0.0,52.33,4.004,141.9596595,8.876,0.4073059360730593,721212.45
25.0,1.0,72.79,3.911,215.2189573,7.28,0.6079908675799087,671482.9
29.0,0.0,69.16,3.784,136.2440968,9.863,0.191324200913242,497085.91
17.0,0.0,59.64,3.749,130.9776667,5.936,0.7883561643835616,1071040.22
38.0,1.0,53.25,3.622,129.8364,12.89,0.9851598173515981,393715.71
4.0,0.0,57.11,3.603,131.1083333,3.879,1.0273972602739727,2133026.07
45.0,0.0,30.55,3.229,182.9193368,8.549,0.1408675799086758,644285.33
5.0,0.0,80.7,2.668,212.0142605,6.465,0.9331050228310502,296641.91
32.0,0.0,33.8,3.378,195.8223287,8.513,0.19954337899543378,1179773.88
34.0,0.0,64.94,3.532,129.4306,10.641,0.7938356164383562,927249.61
30.0,0.0,65.74,2.77,210.2831653,8.2,0.760958904109589,454800.96
43.0,0.0,81.65,3.62,213.5481636,9.285,0.7324200913242008,598234.64
9.0,0.0,81.19,2.582,215.0615285,6.442,0.7965753424657535,463448.59
43.0,1.0,79.29,3.546,207.6833894,10.641,0.7746575342465754,649128.23
27.0,0.0,40.07,3.983,141.3875357,8.009,0.17488584474885843,1509323.09
26.0,0.0,40.56,2.935,132.0644333,8.512,0.4155251141552511,904503.85
10.0,0.0,95.36,3.842,129.0894,8.257,0.10251141552511416,1751369.75
28.0,0.0,43.15,3.312,127.3009355,14.021,0.12168949771689497,1098286.61
35.0,0.0,45.98,2.818,135.6270013,9.262,1.0082191780821919,1150344.39
32.0,0.0,38.1,3.505,195.6376941,8.513,0.9468036529680365,1182733.0
39.0,0.0,81.51,3.355,215.4532259,8.177,0.8321917808219178,1311775.83
7.0,0.0,44.29,3.854,197.5971285,8.09,0.510958904109589,621425.98
31.0,0.0,80.79,2.624,211.2552578,8.099,0.8157534246575342,1230250.25
29.0,0.0,62.36,3.758,136.367,9.863,0.813013698630137,475696.37
36.0,0.0,84.71,3.44,214.0245556,8.177,0.6858447488584475,377464.62
43.0,0.0,82.68,3.227,213.2797452,9.285,0.5191780821917809,645618.59
